date,Cap_VW_return
2014-07-01,-0.04274145036922179
2014-08-01,0.04830433341562233
2014-09-01,-0.03678380330352904
2014-10-01,0.04409915019721722
2014-11-01,0.018829483228848257
2014-12-01,0.014508272271337917
2015-01-01,-0.028655333770574897
2015-02-01,0.05187074500579858
2015-03-01,-0.008727933640857036
2015-04-01,-0.0008246337333663237
2015-05-01,0.0023463216653778554
2015-06-01,-0.016254377620567736
2015-07-01,-0.002953596440202305
2015-08-01,-0.05426944008167309
2015-09-01,-0.015967273575147423
2015-10-01,0.06329130754131956
2015-11-01,-0.00584764476308681
2015-12-01,-0.044239809405939676
2016-01-01,-0.06010715137620727
2016-02-01,0.007285686662684454
2016-03-01,0.052554321023747914
2016-04-01,0.011209517618048528
2016-05-01,0.007940275919463273
2016-06-01,-0.009619903005182222
2016-07-01,0.04114653380329602
2016-08-01,0.009922599723905115
2016-09-01,0.002591368762318925
2016-10-01,-0.026703369904816157
2016-11-01,0.07606070299143641
2016-12-01,0.01400419622161247
2017-01-01,0.012573391749957438
2017-02-01,0.02856712561174037
2017-03-01,-0.016194591804912346
2017-04-01,0.014192714859984967
2017-05-01,-0.0002078036525662491
2017-06-01,-0.0006320297550084579
2017-07-01,0.009840055324420635
2017-08-01,-0.009508066608030422
2017-09-01,0.030962215271196955
2017-10-01,0.007902835251579882
2017-11-01,0.03548659201360886
2017-12-01,0.011228252342095431
2018-01-01,0.034565138813485025
2018-02-01,-0.04050640857112026
2018-03-01,0.00167408995125566
2018-04-01,0.024312301833568167
2018-05-01,0.02383554898082926
2018-06-01,-0.0036399929086412984
2018-07-01,0.021881039095480222
2018-08-01,0.0344383299615669
2018-09-01,-0.007056164111826765
2018-10-01,-0.08599873676179734
2018-11-01,0.002575546184082964
2018-12-01,-0.11480956240925824
2019-01-01,0.10170349564636183
2019-02-01,0.03938651123204684
2019-03-01,-0.009715464671926759
2019-04-01,0.02530957884594468
2019-05-01,-0.0627647060613177
2019-06-01,0.07187401133267082
2019-07-01,0.004060894473175321
2019-08-01,-0.026352816666412232
2019-09-01,0.0264775292563469
2019-10-01,0.0298840614323895
2019-11-01,0.027360420609567383
2019-12-01,0.03254171303261568
2020-01-01,-0.02084403780828757
2020-02-01,-0.09362429266160352
2020-03-01,-0.2125328342000456
2020-04-01,0.21251496024872252
2020-05-01,0.10581090192404297
2020-06-01,0.006466515010808726
2020-07-01,0.050052940271842906
2020-08-01,0.03355600113471499
2020-09-01,-0.031246743220829543
2020-10-01,-0.0062234664331974904
2020-11-01,0.12731895206969696
2020-12-01,0.04538790801111797
2021-01-01,0.019754937114859275
2021-02-01,0.03477149389109151
2021-03-01,0.0019380527826114132
2021-04-01,0.02561882581298383
2021-05-01,0.0010071723222741498
2021-06-01,0.008764719051998717
2021-07-01,-0.015088766031671204
2021-08-01,0.02285087469494848
2021-09-01,-0.03993324938107893
2021-10-01,0.039061185522616115
2021-11-01,-0.05159381002504572
2021-12-01,0.053501152647040896
2022-01-01,-0.07810395432595671
2022-02-01,-0.015635081842641792
2022-03-01,0.031798962040862924
2022-04-01,-0.0927959533113159
2022-05-01,-0.008997771802647655
2022-06-01,-0.0815386488090917
2022-07-01,0.08110711720077182
2022-08-01,-0.02596560112759727
2022-09-01,-0.08935622789382006
2022-10-01,0.0604682845090087
2022-11-01,0.045481485525708104
2022-12-01,-0.059626913860294596
2023-01-01,0.0894480134685596
2023-02-01,-0.040649353190587656
2023-03-01,-0.014228765595512134
2023-04-01,-0.011015564069385843
2023-05-01,-0.021128427817556077
2023-06-01,0.06782355450648625
2023-07-01,0.03880581086241766
2023-08-01,-0.03360477732446077
2023-09-01,-0.059436551885236444
2023-10-01,-0.040493704758347134
2023-11-01,0.08943549776821186
2023-12-01,0.060450953164626564
2024-01-01,-0.010983007486511754
2024-02-01,0.03602056766870501
2024-03-01,0.0326953394056937
2024-04-01,-0.05007601549956121
2024-05-01,0.029403658445712435
2024-06-01,-0.0018639284329847604
2024-07-01,0.05598025461371041
2024-08-01,0.030779064051527694
2024-09-01,0.04049753402749928
2024-10-01,-0.00047704306123742997
2024-11-01,0.08191867754554566
2024-12-01,-0.0670592701850408
