date,VW_return
2021-02-01,0.009849575708878915
2021-03-01,0.005318779665324666
2021-04-01,0.03607449684181538
2021-05-01,-0.001052849177841212
2021-06-01,0.02462418882498363
2021-07-01,0.006980858884899004
2021-08-01,0.028131943347994043
2021-09-01,-0.0464090276254876
2021-10-01,0.05377731588109503
2021-11-01,-0.020883822999343202
2021-12-01,0.046857441616253576
2022-01-01,-0.06925362027225031
2022-02-01,-0.033092344720812086
2022-03-01,0.04549728533002938
2022-04-01,-0.09968060639209639
2022-05-01,-0.01210939626454184
2022-06-01,-0.07765800308111946
2022-07-01,0.08225294839538799
2022-08-01,-0.036098813839739674
2022-09-01,-0.09349552973112016
2022-10-01,0.051347259097470774
2022-11-01,0.051251468124888476
2022-12-01,-0.06266648604172045
2023-01-01,0.07316003344244648
2023-02-01,-0.036107722730623765
2023-03-01,0.03147361537994976
2023-04-01,0.004652385589740954
2023-05-01,0.00517111018130793
2023-06-01,0.05573647285824272
2023-07-01,0.032538228128516714
2023-08-01,-0.017588141704642783
2023-09-01,-0.052425468879851604
2023-10-01,-0.02754212028770864
2023-11-01,0.0800846647403838
2023-12-01,0.04131412377176415
2024-01-01,0.01743369505191498
2024-02-01,0.03963067349044252
2024-03-01,0.02261919949455706
2024-04-01,-0.04141249057706013
2024-05-01,0.04907173428036532
2024-06-01,0.02950294181399886
2024-07-01,0.012182539854782015
2024-08-01,0.03577258370384602
2024-09-01,0.043976720535519584
2024-10-01,0.0019097492263770999
2024-11-01,0.06181171897815252
2024-12-01,-0.03251849638188295
